artist_names,track_name,duration,source,mode,time_signature,key,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,target
"Sia, Diplo, Labrinth, LSD","No New Friends (feat. Sia, Diplo, and Labrinth)",2.9303833333333333,Records/Columbia,Major,4,7.0,0.724,0.702,0.0429,0.0648,0.000256,0.121,0.688,-4.622,106.044,0
SZA,Good Days,4.6534,Top Dawg Entertainment/RCA Records,Minor,4,1.0,0.436,0.655,0.0583,0.499,8.1e-06,0.688,0.412,-8.37,121.002,1
Elton John,Step Into Christmas - Remastered 1995,4.5399,EMI,Major,4,2.0,0.532,0.926,0.0357,0.112,9.84e-06,0.318,0.814,-5.536,140.137,1
"G-Eazy, Halsey",Him & I (with Halsey),4.481116666666667,BPG/RVG/RCA Records,Major,4,2.0,0.589,0.731,0.0868,0.0534,0.0,0.308,0.191,-6.343,87.908,0
Billie Eilish,my future,3.5000833333333334,Darkroom/Interscope Records,Major,4,8.0,0.456,0.285,0.0979,0.814,0.143,0.307,0.0809,-10.755,104.89,0
Lizzo,Good as Hell,2.6622666666666666,Nice Life/Atlantic,Minor,4,0.0,0.682,0.919,0.0875,0.256,0.0,0.442,0.535,-3.18,95.982,0
BTS,Stay Gold,4.05445,Universal Music LLC,Major,4,1.0,0.723,0.634,0.0542,0.0892,0.0,0.0787,0.582,-5.415,129.017,0
"Major Lazer, Travis Scott, Camila Cabello, Quavo","Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",3.7641666666666667,Third Pardee Records,Minor,4,7.0,0.738,0.814,0.0999,0.132,9.64e-06,0.126,0.483,-4.414,119.041,0
"Marília Mendonça, Maiara & Maraisa",Presepada,3.270166666666667,Som Livre,Major,4,9.0,0.606,0.733,0.175,0.368,0.0,0.144,0.672,-4.46,166.199,1
"Drake, JAY-Z",Talk Up (feat. Jay-Z),3.26355,Cash Money/Drake LP6,Major,4,11.0,0.759,0.479,0.186,0.0039,5.3e-06,0.302,0.347,-10.65,140.089,1
MERO,Jay Jay,2.2931166666666667,Groove Attack TraX,Minor,4,10.0,0.712,0.619,0.269,0.594,0.0,0.12,0.579,-8.287,82.101,0
"Idina Menzel, AURORA",Into the Unknown,3.2474666666666665,Walt Disney Records,Minor,5,10.0,0.323,0.405,0.0413,0.849,0.000544,0.138,0.274,-8.533,145.104,1
Chris Rea,Driving Home for Christmas,4.00355,Rhino,Major,4,9.0,0.497,0.661,0.0361,0.328,0.000317,0.211,0.894,-9.047,180.225,1
"Tiësto, Charli XCX",Hot In It (feat. Charli XCX),2.1636166666666665,Atlantic Records,Major,4,7.0,0.748,0.841,0.177,0.00445,1.33e-06,0.0413,0.717,-5.08,123.045,0
"Marshmello, Halsey",Be Kind (with Halsey),2.879366666666667,Astralwerks,Major,4,4.0,0.63,0.633,0.0457,0.00776,0.0,0.0541,0.452,-7.088,93.995,0
The Chainsmokers,You Owe Me,3.1757833333333334,Disruptor Records/Columbia,Minor,4,6.0,0.679,0.435,0.0449,0.237,1.54e-06,0.112,0.326,-8.238,89.996,0
Billie Eilish,everything i wanted,4.090433333333333,Darkroom/Interscope Records,Minor,4,6.0,0.704,0.225,0.0994,0.902,0.657,0.106,0.243,-14.454,120.006,0
NF,HAPPY,4.04485,NF Real Music II,Major,4,7.0,0.732,0.855,0.0415,0.306,0.0,0.12,0.221,-4.064,106.004,0
"Shakira, Wyclef Jean",Hips Don't Lie (feat. Wyclef Jean),3.6348833333333332,Epic,Minor,4,10.0,0.778,0.824,0.0707,0.284,0.0,0.405,0.758,-5.892,100.024,0
Sech,Relación,3.0709166666666667,Rich Music,Minor,4,7.0,0.805,0.562,0.105,0.125,4.96e-06,0.148,0.767,-3.117,172.094,1
Joji,YUKON (INTERLUDE),2.35155,88rising Music/Warner Records,Minor,4,6.0,0.736,0.71,0.091,0.383,0.0351,0.395,0.0728,-8.497,82.482,0
Lil Wayne,I Love You Dwayne,2.00505,"Young Money Records, Inc.",Minor,3,11.0,0.647,0.814,0.941,0.81,0.0,0.445,0.0787,-16.493,140.685,1
"A$AP Rocky, BlocBoy JB",Bad Company (feat. BlocBoy JB),3.063483333333333,A$AP Worldwide/Polo Grounds Music/RCA Records,Major,4,8.0,0.901,0.529,0.413,0.0679,0.0,0.536,0.343,-7.94,144.941,0
"Marshmello, Juicy J, James Arthur",You Can Cry,3.2422166666666667,Joytime Collective/Columbia,Minor,5,4.0,0.491,0.617,0.147,0.0974,0.0,0.27,0.17,-4.545,126.816,1
Shirin David,90-60-111,2.35645,Juicy Money Records,Major,4,2.0,0.8,0.628,0.285,0.103,0.0,0.391,0.745,-6.615,143.979,1
"Camilo, El Alfa",BEBÉ,3.2880666666666665,Sony Music Latin,Major,4,4.0,0.862,0.72,0.0361,0.476,0.0,0.0543,0.967,-4.155,129.993,0
"Lil Skies, Landon Cube",Red Roses (feat. Landon Cube),4.375733333333334,All We Got Ent.,Major,4,0.0,0.691,0.683,0.0954,0.547,0.0,0.221,0.456,-7.335,140.002,1
Walker Hayes,Fancy Like,2.69755,Monument Records,Major,4,1.0,0.649,0.76,0.0574,0.114,0.0,0.317,0.843,-6.487,80.018,0
"KAROL G, Romeo Santos",X SI VOLVEMOS,3.3893333333333335,Universal Music Latino,Minor,4,1.0,0.793,0.78,0.249,0.341,0.0,0.111,0.576,-4.247,178.046,1
"Post Malone, Quavo",Congratulations,3.67155,Universal Records,Major,4,6.0,0.63,0.804,0.0363,0.215,0.0,0.253,0.492,-4.183,123.146,0
Red Hot Chili Peppers,Black Summer,3.8735333333333335,Warner Records,Major,4,1.0,0.417,0.682,0.0295,0.0267,0.000669,0.109,0.351,-5.071,105.542,0
Doja Cat,Freak,4.741333333333333,Kemosabe Records/RCA Records,Major,3,7.0,0.688,0.716,0.0385,0.0969,0.0,0.0989,0.373,-5.702,116.912,0
Drake,What’s Next,2.9692333333333334,OVO,Minor,4,0.0,0.781,0.594,0.0485,0.0136,0.0,0.162,0.0628,-6.959,129.895,0
"KIDS SEE GHOSTS, Pusha T",Feel The Love,2.7508833333333333,"Getting Out Our Dreams, Inc./Def Jam Recordings",Minor,4,0.0,0.58,0.469,0.104,0.126,7.32e-05,0.099,0.369,-5.946,110.573,0
Wisin & Yandel,Reggaetón en lo Oscuro,3.48245,Sony Music Latin,Major,4,1.0,0.744,0.894,0.0769,0.0627,3.71e-06,0.108,0.729,-3.685,92.018,0
BTS,FAKE LOVE,4.0389,BIGHIT MUSIC,Minor,4,2.0,0.557,0.719,0.0372,0.00267,0.0,0.306,0.344,-4.515,77.501,0
"Azet, Zuna",Hallo Hallo,2.77875,KMN Gang,Major,4,5.0,0.784,0.654,0.283,0.233,0.0,0.163,0.661,-6.674,98.036,0
Gusttavo Lima,Nota de Repúdio - Ao Vivo,2.74915,Sony Music Entertainment,Major,4,4.0,0.811,0.807,0.1,0.381,0.0,0.977,0.766,-2.681,115.01,0
Linkin Park,Somewhere I Belong,3.56555,Warner Records,Major,4,1.0,0.451,0.951,0.0645,0.00038,2.39e-06,0.261,0.442,-3.754,162.065,1
"Luis Fonsi, Ozuna",Imposible,2.731333333333333,UMLE - Latino,Major,4,11.0,0.786,0.764,0.0798,0.122,0.0,0.102,0.913,-2.935,90.979,0
TWICE,I CAN'T STOP ME,3.4248833333333333,Republic Records - TWICE,Minor,4,10.0,0.657,0.88,0.102,0.121,0.0,0.463,0.769,-3.672,150.084,1
Logic,Grandpa's Space Ship,2.034883333333333,Def Jam Recordings,Major,5,1.0,0.719,0.167,0.889,0.266,0.0,0.152,0.161,-18.942,119.082,0
Tory Lanez,The Color Violet,3.77445,One Umbrella Records,Minor,4,6.0,0.645,0.534,0.0479,0.157,0.0,0.0863,0.463,-10.8,105.02,0
"Alan Walker, Gavin James",Tired,3.2018666666666666,Kreatell Music,Major,4,2.0,0.69,0.876,0.059,0.0428,0.0,0.147,0.493,-4.159,123.994,0
"Ed Sheeran, Elton John",Merry Christmas,3.4757833333333332,Atlantic Records UK,Major,4,0.0,0.594,0.935,0.0357,0.243,2.36e-06,0.102,0.602,-2.018,113.99,0
John Mayer,New Light,3.60025,Columbia,Major,4,7.0,0.828,0.689,0.0326,0.325,0.0384,0.0808,0.853,-7.878,123.931,0
"Ofenbach, Norma Jean Martine",Overdrive (feat. Norma Jean Martine),2.5984166666666666,Elektra France,Major,4,6.0,0.611,0.757,0.03,0.00257,0.0,0.058,0.279,-3.546,126.963,1
Vince Guaraldi Trio,Christmas Time Is Here,2.7182166666666667,Fantasy Records,Minor,3,9.0,0.367,0.122,0.0319,0.984,4.37e-05,0.172,0.104,-21.34,75.265,0
Jung Kook,Too Sad to Dance,2.9318666666666666,BIGHIT MUSIC,Major,4,10.0,0.558,0.467,0.0809,0.611,0.0,0.105,0.563,-6.292,100.518,0
"Robin Schulz, James Blunt",OK,3.155116666666667,WM Germany,Minor,4,7.0,0.653,0.81,0.0558,0.118,0.0,0.126,0.583,-6.032,121.951,0
"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),4.305716666666667,Macklemore,Major,4,2.0,0.641,0.922,0.0786,0.0291,0.0,0.0862,0.847,-4.457,146.078,1
BTS,Black Swan,3.30435,BIGHIT MUSIC,Minor,4,2.0,0.719,0.758,0.0851,0.137,0.0,0.129,0.49,-5.167,147.023,1
Justin Bieber,Somebody,2.99025,RBMG/Def Jam,Major,4,2.0,0.551,0.756,0.045,0.000284,9.48e-05,0.118,0.359,-7.679,75.991,0
Avicii,For A Better Day,3.43445,Universal Music AB,Minor,4,2.0,0.631,0.836,0.0343,0.0482,0.139,0.135,0.321,-3.386,134.987,1
Morgan Wallen,Wasted On You,2.9753333333333334,Big Loud / Republic,Minor,3,11.0,0.505,0.657,0.0318,0.373,0.00107,0.126,0.252,-5.24,196.0,1
Darell,Lollipop,3.33245,Sony Music Latin,Major,4,6.0,0.822,0.711,0.0668,0.179,1.46e-05,0.083,0.934,-4.943,102.984,0
"Sean Paul, Dua Lipa",No Lie,3.6862666666666666,Universal-Island Records Ltd.,Major,4,7.0,0.741,0.891,0.119,0.0437,0.0,0.256,0.449,-2.824,102.002,0
Steve Lacy,Dark Red,2.8850666666666664,Three Quarter,Major,4,6.0,0.603,0.784,0.062,0.446,8.32e-06,0.119,0.769,-4.023,172.041,1
Joel Adams,Please Don't Go,3.5096666666666665,"Will Walker Records, LLC",Minor,4,4.0,0.513,0.768,0.0587,0.0118,1.94e-05,0.294,0.235,-4.868,84.264,0
Galantis,Hunter,3.0538166666666666,Big Beat Records,Major,4,7.0,0.509,0.712,0.111,0.186,0.0,0.102,0.653,-5.747,99.831,0
"Ozuna, Anuel AA",Cambio,6.1748666666666665,VP Records Corp/Dimelo Vi,Minor,4,11.0,0.548,0.542,0.139,0.274,0.0,0.0967,0.649,-6.839,174.043,1
Niall Horan,Nice To Meet Ya,2.64675,Capitol Records,Minor,4,4.0,0.591,0.841,0.0304,0.0119,0.0,0.395,0.392,-4.351,109.034,0
Ali Gatie,What If I Told You That I Love You,3.2278,Warner Records,Major,4,7.0,0.596,0.366,0.115,0.63,7.04e-06,0.0554,0.229,-11.144,84.394,0
"Kanye West, PARTYNEXTDOOR",Wouldn't Leave,3.4257833333333334,"Getting Out Our Dreams, Inc./Def Jam Recordings",Major,4,3.0,0.555,0.433,0.546,0.494,0.0,0.313,0.352,-8.559,164.236,1
Linkin Park,Nobody Can Save Me,3.759116666666667,Warner Records,Major,4,11.0,0.645,0.688,0.0341,0.0107,0.0,0.186,0.433,-4.749,139.957,1
Wisin,Vacaciones,3.98,Sony Music Latin,Minor,4,6.0,0.772,0.909,0.166,0.256,0.0,0.255,0.694,-3.225,96.031,0
"6ix9ine, Nicki Minaj",TROLLZ,3.3777833333333334,Scumgang Records,Major,4,1.0,0.744,0.422,0.294,0.0319,0.00011,0.11,0.493,-8.946,180.006,1
"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",Rebota - Remix,4.366666666666666,Rebota Remix,Minor,4,0.0,0.885,0.857,0.204,0.205,0.0,0.671,0.818,-2.279,90.025,0
Hozier,Take Me To Church,4.028133333333333,Universal-Island Records Ltd.,Minor,4,4.0,0.566,0.664,0.0464,0.634,0.0,0.116,0.437,-5.303,128.945,1
aespa,Savage,3.9690666666666665,SM Entertainment,Major,4,9.0,0.727,0.879,0.129,0.124,1.17e-05,0.244,0.671,-1.167,146.959,1
ABBA,I Still Have Faith In You,5.1786666666666665,Polar Music International AB,Major,3,5.0,0.207,0.363,0.0306,0.418,5.24e-06,0.128,0.358,-7.296,74.278,0
"Eslabon Armado, Peso Pluma",Ella Baila Sola,2.7611833333333333,DEL Records,Minor,3,5.0,0.668,0.758,0.0332,0.483,1.89e-05,0.0837,0.834,-5.176,147.989,1
"Capital Bra, Samra",Nummer 1,2.5833333333333335,Urban,Minor,4,6.0,0.833,0.585,0.223,0.542,7.01e-06,0.0632,0.663,-6.252,96.016,0
Lil Nas X,VOID,4.140116666666667,Columbia,Minor,4,6.0,0.609,0.438,0.0311,0.626,0.00011,0.103,0.176,-8.486,139.875,1
Logic,44 More,3.1433333333333335,Def Jam Recordings,Minor,4,10.0,0.824,0.584,0.221,0.0718,0.0,0.106,0.219,-7.098,139.965,0
Ariana Grande,"thank u, next",3.4553333333333334,Republic Records,Major,4,1.0,0.717,0.653,0.0658,0.229,0.0,0.101,0.412,-5.634,106.966,0
Jason Derulo,Acapulco,2.3278666666666665,Atlantic Records,Major,4,10.0,0.774,0.792,0.0523,0.051,0.0,0.155,0.507,-4.021,122.062,0
Drake,Virginia Beach,4.184916666666667,OVO/Republic,Minor,4,1.0,0.402,0.514,0.0471,0.106,0.0,0.181,0.2,-7.322,120.009,1
"Kygo, Selena Gomez",It Ain't Me (with Selena Gomez),3.679683333333333,Kygo,Major,4,0.0,0.64,0.533,0.0706,0.119,0.0,0.0864,0.515,-6.596,99.968,0
"Pop Smoke, Swae Lee",Creature (feat. Swae Lee),3.3802666666666665,Victor Victor Worldwide,Major,4,7.0,0.794,0.717,0.251,0.0511,0.0,0.195,0.372,-5.73,141.881,1
Taylor Swift,Maroon,3.63785,Taylor Swift,Major,4,7.0,0.637,0.398,0.0564,0.0573,1.03e-06,0.101,0.0374,-8.294,108.075,0
Ariana Grande,test drive,2.036233333333333,Republic Records,Minor,4,9.0,0.698,0.708,0.0454,0.0251,0.0,0.124,0.322,-4.943,115.036,0
"Martin Garrix, Dua Lipa",Scared to Be Lonely,3.6813833333333332,Epic Amsterdam,Minor,4,1.0,0.584,0.54,0.0576,0.0895,0.0,0.261,0.195,-7.786,137.972,1
"Quavo, 21 Savage",PASS OUT (feat. 21 Savage),3.7483833333333334,Quality Control Music/Motown Records/Capitol Records,Minor,4,11.0,0.917,0.786,0.208,0.0403,0.0,0.195,0.441,-4.921,143.038,0
XXXTENTACION,SAD!,2.7767666666666666,"Bad Vibes Forever, LLC",Major,4,8.0,0.74,0.613,0.145,0.258,0.00372,0.123,0.473,-4.88,75.023,0
Travis Scott,HIGHEST IN THE ROOM,2.9286833333333333,Cactus Jack/Epic,Minor,4,7.0,0.598,0.427,0.0317,0.0546,5.83e-06,0.21,0.0605,-8.764,76.469,0
"Morat, Duki",París,3.0364666666666666,Universal Music Spain S.L.,Major,4,11.0,0.582,0.804,0.0389,0.0493,0.0,0.0624,0.732,-4.155,138.014,1
Feid,REMIX EXCLUSIVO,3.449116666666667,UMLE - Latino,Minor,4,5.0,0.651,0.557,0.204,0.0358,0.0,0.154,0.711,-5.466,87.063,0
"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,3.65595,"Real Hasta La Muerte, LLC",Major,4,8.0,0.75,0.665,0.124,0.265,0.0,0.0515,0.697,-3.083,95.239,0
Lil Uzi Vert,Suicide Doors,4.318,Generation Now/Atlantic,Minor,4,11.0,0.538,0.783,0.222,0.0113,0.0,0.281,0.553,-2.565,75.388,0
Little Mix,Break Up Song,3.3383166666666666,RCA Records Label,Major,4,5.0,0.626,0.749,0.0443,0.00515,0.0,0.215,0.6,-5.406,90.033,0
"Anne-Marie, Niall Horan",Our Song,2.7288833333333335,Atlantic Records/Asylum,Major,4,2.0,0.572,0.759,0.0506,0.127,0.0,0.224,0.519,-4.312,80.95,0
"Anuel AA, Myke Towers, Jhayco",Súbelo,3.9966166666666667,"Real Hasta La Muerte, LLC",Minor,4,6.0,0.625,0.754,0.076,0.17,3.76e-05,0.109,0.746,-4.158,89.888,0
"Trippie Redd, Juice WRLD",KNIGHT CRAWLER,2.95385,"1400 Entertainment, Inc. / 10K Projects",Major,4,0.0,0.679,0.769,0.24,0.0537,0.0,0.309,0.424,-3.539,130.094,1
"Gemitaiz, MadMan",Veleno 7,2.8895166666666667,Universal Music Italia srL.,Minor,4,6.0,0.806,0.843,0.0601,0.156,1.24e-05,0.363,0.327,-6.237,132.991,0
Taylor Swift,Wildest Dreams,3.674,"Big Machine Records, LLC",Major,4,8.0,0.553,0.664,0.0741,0.0709,0.0056,0.106,0.467,-7.417,140.06,1
Rels B,cómo dormiste?,1.8762,DALE PLAY Records / Flakk Team,Major,5,1.0,0.627,0.429,0.234,0.238,0.0,0.122,0.565,-8.255,126.426,0
Post Malone,Paranoid,3.69645,Republic Records,Major,4,0.0,0.625,0.536,0.0776,0.038,2.31e-05,0.167,0.253,-5.428,159.914,1
"Kygo, Zara Larsson, Tyga",Like It Is,3.0511166666666667,Kygo,Major,4,1.0,0.794,0.728,0.114,0.121,8.82e-06,0.227,0.36,-6.759,105.024,0
"The Chainsmokers, ILLENIUM, Lennon Stella",Takeaway,3.498,Disruptor Records/Columbia,Major,4,3.0,0.528,0.511,0.0324,0.126,0.0,0.101,0.351,-8.144,100.1,0
"Manuel Turizo, Ozuna",Esclavo de Tus Besos,3.6550333333333334,Sony Music Latin/La Industria,Major,4,5.0,0.805,0.671,0.111,0.113,0.0,0.278,0.522,-5.316,90.979,0
Ozuna,Caramelo,3.625783333333333,Aura Music Corp.,Major,4,6.0,0.728,0.806,0.0623,0.0531,0.000301,0.153,0.698,-3.766,168.084,1
KAROL G,TUS GAFITAS,2.79645,Universal Music Latino,Minor,4,8.0,0.821,0.696,0.043,0.315,1.07e-05,0.157,0.566,-5.796,122.005,0
"thasup, Lazza, Sfera Ebbasta",s!r! (feat. Lazza & Sfera Ebbasta),3.9616833333333332,Thasup s.r.l.,Minor,4,6.0,0.675,0.739,0.0524,0.387,0.0,0.177,0.338,-4.603,149.959,1
Kanye West,Jonah,3.2528333333333332,Rock The World/IDJ/Kanye LP7,Minor,4,9.0,0.459,0.431,0.256,0.795,0.0,0.274,0.128,-8.375,177.3,1
Lewis Capaldi,Wish You The Best,3.514666666666667,Vertigo Berlin,Major,4,3.0,0.676,0.461,0.0304,0.555,0.0,0.0951,0.466,-3.59,107.95,0
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",4.69355,EMI,Major,4,10.0,0.601,0.532,0.0286,0.432,6.25e-06,0.0925,0.341,-9.119,136.571,1
"R3HAB, Quintino",I Just Can't,2.6,CYB3RPVNK,Minor,4,6.0,0.652,0.595,0.0419,0.162,0.0,0.148,0.303,-6.944,77.538,0
Trinidad Cardona,Dinero,2.6813333333333333,Run It Up Records/Island,Major,4,2.0,0.708,0.782,0.0674,0.00772,0.0,0.107,0.484,-4.687,119.997,0
Apache 207,Fame,2.8960166666666667,Four Music Local,Minor,4,1.0,0.811,0.645,0.104,0.184,0.0,0.103,0.474,-8.008,129.967,0
Lil Nas X,DEAD RIGHT NOW,3.686716666666667,Columbia,Minor,4,0.0,0.685,0.717,0.0411,0.101,1.87e-05,0.266,0.549,-6.456,127.963,0
Stevie Wonder,What Christmas Means To Me,2.4537833333333334,UNI/MOTOWN,Major,4,5.0,0.478,0.542,0.0367,0.244,0.0,0.0839,0.821,-10.135,167.486,1
YG Marley,Praise Jah In The Moonlight,4.384,YG Marley Music,Minor,4,6.0,0.66,0.727,0.0441,0.128,1.31e-05,0.524,0.418,-4.028,125.023,0
"Calvin Harris, Dua Lipa, Young Thug",Potion (with Dua Lipa & Young Thug),3.5869333333333335,Columbia,Minor,4,11.0,0.824,0.697,0.0473,0.158,4.11e-05,0.0751,0.757,-4.869,99.987,0
Justin Bieber,Love Yourself,3.8953333333333333,RBMG/Def Jam,Major,4,4.0,0.609,0.378,0.438,0.835,0.0,0.28,0.515,-9.828,100.418,0
"Maroon 5, SZA",What Lovers Do (feat. SZA),3.3308166666666668,Interscope Records*,Minor,4,5.0,0.795,0.615,0.0671,0.0786,2.98e-06,0.0855,0.393,-5.211,110.009,0
Bobby Helms,Jingle Bell Rock,2.1828833333333333,Geffen,Major,4,2.0,0.754,0.424,0.0363,0.643,0.0,0.0652,0.806,-8.463,119.705,0
Post Malone,A Thousand Bad Times,3.6862166666666667,Republic Records,Major,4,6.0,0.632,0.732,0.092,0.105,1.15e-05,0.111,0.317,-3.498,159.0,1
Lord Huron,The Night We Met,3.4702,Play It Again Sam,Major,3,2.0,0.544,0.369,0.038,0.969,0.279,0.639,0.102,-9.514,87.01,0
Niall Horan,Too Much To Ask,3.7174,Capitol Records (US1A),Major,4,0.0,0.517,0.552,0.039,0.375,0.0,0.106,0.196,-6.401,153.747,1
"Peso Pluma, Natanael Cano",CARNAL,2.908716666666667,Double P Records,Minor,3,6.0,0.667,0.786,0.0393,0.176,0.00107,0.149,0.781,-6.973,135.873,1
Taylor Swift,august,4.365383333333333,Taylor Swift,Major,4,5.0,0.532,0.623,0.0331,0.538,7.28e-05,0.0925,0.403,-9.208,89.937,0
Lana Del Rey,Venice Bitch,9.619983333333334,Polydor Records,Minor,4,9.0,0.368,0.286,0.0294,0.913,0.177,0.099,0.312,-13.031,77.826,0
Hotel Ugly,Shut up My Moms Calling,2.74285,"Hotel Ugly, under exclusive license to Amuseio AB",Minor,4,9.0,0.485,0.409,0.101,0.325,0.0,0.103,0.376,-10.711,138.419,1
Harry Styles,Little Freak,3.3697166666666667,Columbia,Major,4,3.0,0.559,0.535,0.039,0.719,0.000143,0.0954,0.402,-7.723,141.96,1
"Sam Smith, Calvin Harris, Jessie Reyez",I'm Not Here To Make Friends,3.82675,Capitol Records UK / EMI,Major,4,0.0,0.698,0.895,0.0628,0.172,1.45e-05,0.409,0.838,-4.439,114.914,0
Juice WRLD,Sometimes,4.327866666666667,Grade A Productions/Interscope Records,Major,4,8.0,0.674,0.58,0.0311,0.0609,0.0,0.159,0.0759,-4.866,121.987,0
"Taylor Swift, Shawn Mendes",Lover (Remix) [feat. Shawn Mendes],3.68845,Taylor Swift,Major,3,7.0,0.448,0.603,0.064,0.433,0.0,0.0862,0.422,-7.176,205.272,1
beabadoobee,Glue Song,2.251116666666667,Dirty Hit,Major,3,1.0,0.62,0.409,0.0282,0.77,0.0542,0.105,0.582,-10.146,113.946,0
The 1975,If You’re Too Shy (Let Me Know) - Edit,3.99795,Polydor Records,Major,4,2.0,0.651,0.806,0.0311,0.00399,0.00455,0.0927,0.386,-4.842,125.641,1
TWICE,Alcohol-Free,3.50955,Republic Records - TWICE,Major,4,8.0,0.688,0.909,0.0624,0.0474,1.35e-06,0.0674,0.702,-1.992,97.097,0
"Feid, Justin Quiles",PORFA,3.8833333333333333,JP Entertainment (Jorge Pino),Minor,4,6.0,0.843,0.549,0.164,0.0948,0.0,0.155,0.541,-8.018,83.982,0
"Major Lazer, Anitta, Pabllo Vittar",Sua Cara (feat. Anitta & Pabllo Vittar),2.7885166666666668,Third Pardee Records,Minor,4,9.0,0.789,0.767,0.0715,0.00812,0.000348,0.101,0.637,-4.612,99.957,0
Lukas Graham,Love Someone,3.424,Warner Records,Minor,4,9.0,0.538,0.409,0.0505,0.172,0.0,0.11,0.265,-6.581,171.838,1
Jack Harlow,Nail Tech,3.43975,Generation Now/Atlantic,Major,4,1.0,0.677,0.557,0.0694,0.00508,8.36e-06,0.0984,0.1,-8.409,150.127,1
Camila Cabello,Real Friends,3.5731166666666665,Syco Music/Epic,Major,4,3.0,0.726,0.304,0.131,0.839,0.0,0.0853,0.813,-8.677,91.97,0
"Zach Bryan, Sierra Ferrell",Holy Roller (feat. Sierra Ferrell),3.60045,Warner Records,Major,4,4.0,0.415,0.404,0.0393,0.678,1.95e-05,0.28,0.425,-9.331,81.202,0
"Nathan Evans, 220 KID",Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,1.9458333333333333,Polydor Records,Minor,4,0.0,0.722,0.893,0.0475,0.0441,0.000937,0.0673,0.439,-3.255,119.932,0
Geolier,"I P’ ME, TU P’ TE",3.13135,Warner Music,Minor,4,9.0,0.639,0.767,0.215,0.115,0.0,0.0689,0.469,-5.988,118.055,0
"Mustard, Migos",Pure Water (with Migos),3.20785,10 Summers Records/Interscope Records,Major,4,0.0,0.682,0.559,0.127,0.174,0.0,0.344,0.137,-5.545,202.015,1
"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",PTSD,3.86775,Machine Entertainment Group - G Herbo,Minor,4,1.0,0.883,0.808,0.183,0.0317,0.0,0.207,0.805,-3.158,119.012,0
"Martin Garrix, G-Eazy, Sasha Alex Sloan",Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),2.7361166666666668,Epic Amsterdam,Minor,4,9.0,0.647,0.642,0.0743,0.262,0.0,0.134,0.48,-7.306,90.045,0
"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),4.51235,NEON16/Interscope Records,Minor,4,10.0,0.734,0.836,0.0735,0.017,1.64e-05,0.179,0.623,-4.803,80.002,0
Drake,Jaded,4.374216666666666,Cash Money/Drake LP6,Major,4,0.0,0.766,0.272,0.041,0.0366,0.0,0.175,0.037,-5.696,116.036,0
"Ariana Grande, Doja Cat, Megan Thee Stallion","34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",3.0406333333333335,Republic Records,Major,4,0.0,0.88,0.662,0.304,0.205,0.0,0.227,0.726,-5.766,109.988,0
Harry Styles,Adore You,3.4522166666666667,Columbia,Major,4,8.0,0.676,0.771,0.0483,0.0237,7e-06,0.102,0.569,-3.675,99.048,0
The Kid LAROI,TELL ME WHY,3.2544666666666666,Columbia,Minor,4,6.0,0.6,0.723,0.158,0.109,0.0,0.167,0.463,-4.928,149.881,1
XXXTENTACION,Sauce!,2.4120666666666666,Members Only / EMPIRE,Minor,4,3.0,0.68,0.313,0.0347,0.582,0.0,0.19,0.405,-13.672,135.034,1
Sfera Ebbasta,Rockstar,3.2657833333333333,Universal Music Italia srL.,Major,4,9.0,0.798,0.627,0.111,0.263,0.0,0.211,0.762,-6.234,149.989,1
Taylor Swift,Bigger Than The Whole Sky,3.6417166666666665,Taylor Swift,Major,4,6.0,0.395,0.226,0.0518,0.829,0.00322,0.115,0.0656,-12.511,165.523,1
mgk,drunk face,2.39835,Bad Boy/Interscope Records,Minor,4,7.0,0.691,0.77,0.0367,0.0282,0.0,0.497,0.344,-4.578,90.024,0
"Bad Bunny, Bomba Estéreo",Ojitos Lindos,4.304983333333333,Rimas Entertainment LLC,Minor,4,3.0,0.647,0.686,0.0413,0.08,1.34e-06,0.528,0.268,-5.745,79.928,0
Beyoncé,ALL UP IN YOUR MIND,2.8303333333333334,Parkwood Entertainment/Columbia,Major,4,9.0,0.744,0.577,0.0631,0.0672,3.06e-06,0.178,0.0805,-7.228,135.869,1
Jimin,Closer Than This,3.7217,BIGHIT MUSIC,Major,4,0.0,0.716,0.54,0.0381,0.389,0.0,0.0692,0.373,-5.951,87.963,0
Olivia Rodrigo,vampire,3.6620666666666666,Olivia Rodrigo PS,Major,4,5.0,0.511,0.532,0.056,0.169,0.0,0.311,0.322,-5.745,137.827,1
Drake,Omertà,3.65845,Republic Records,Major,4,6.0,0.646,0.899,0.298,0.0337,0.0,0.232,0.685,-2.232,164.119,1
