artist_names,track_name,duration,source,mode,time_signature,key,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,target
BoyWithUke,Toxic,2.8011166666666667,Republic Records,Major,4,11.0,0.609,0.619,0.311,0.749,0.0,0.264,0.689,-5.677,179.71,1
"Tiësto, Jonas Blue, Rita Ora",Ritual,3.3166,"Universal Music, a division of Universal International Music BV",Minor,4,3.0,0.647,0.726,0.0552,0.157,0.0,0.0844,0.767,-4.389,114.996,0
BLACKPINK,Hard to Love,2.7095,YG Entertainment/Interscope Records,Major,4,5.0,0.654,0.768,0.0431,0.00616,0.0,0.202,0.505,-5.007,104.97,0
Juice WRLD,Blood On My Jeans,2.57945,Grade A Productions/Interscope Records,Major,4,6.0,0.868,0.55,0.226,0.183,0.0,0.109,0.464,-6.417,117.943,0
"Pop Smoke, Rah Swish",Brush Em (feat. Rah Swish),2.5074833333333335,Victor Victor Worldwide,Minor,4,3.0,0.654,0.724,0.355,0.106,1.74e-06,0.655,0.717,-6.59,71.696,0
Gjon's Tears,Tout l'univers,3.0617833333333335,Jo&Co,Minor,4,9.0,0.534,0.365,0.033,0.81,2.52e-06,0.158,0.237,-9.187,123.466,0
Taylor Swift,Sparks Fly (Taylor’s Version),4.35385,Taylor Swift,Major,4,5.0,0.588,0.758,0.0305,0.0251,0.0,0.131,0.387,-2.347,114.991,0
"Pop Smoke, KAROL G",Enjoy Yourself (feat. Karol G),3.298966666666667,Victor Victor Worldwide,Minor,4,11.0,0.764,0.676,0.0927,0.389,0.0,0.215,0.461,-6.761,97.02,0
PinkPantheress,Boy's a Liar,2.18755,Warner Records,Major,4,5.0,0.656,0.838,0.041,0.25,0.00281,0.207,0.74,-8.407,132.981,1
Ariana Grande,better off,2.85555,Republic Records,Major,4,11.0,0.597,0.524,0.0537,0.216,0.0,0.112,0.0549,-7.247,92.568,0
Joji,Ew,3.4618333333333333,88rising Music,Major,4,10.0,0.48,0.373,0.0278,0.804,0.067,0.12,0.0376,-9.297,114.078,0
"ZAYN, Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),4.086666666666667,"Big Machine Records, LLC",Major,4,0.0,0.735,0.451,0.0585,0.0631,1.3e-05,0.325,0.0862,-8.374,117.973,0
Maria Becerra,AUTOMÁTICO,2.92195,300 Entertainment,Minor,4,10.0,0.68,0.808,0.224,0.0911,2.23e-06,0.205,0.868,-3.854,176.131,1
"Gorillaz, George Benson",Humility (feat. George Benson),3.2988833333333334,Parlophone UK,Major,4,0.0,0.632,0.807,0.126,0.144,0.0211,0.125,0.784,-5.893,160.174,1
Camila Cabello,I Have Questions,3.6980166666666667,Syco Music/Epic,Minor,4,10.0,0.393,0.555,0.276,0.405,0.0,0.105,0.22,-6.096,167.999,1
Bad Bunny,BABY NUEVA,4.0129,Rimas Entertainment LLC,Minor,4,10.0,0.866,0.63,0.0616,0.504,0.000505,0.328,0.359,-4.816,117.924,0
"Ariana Grande, Miley Cyrus, Lana Del Rey",Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),3.16845,Silver Cloud/Charlie's Angels,Major,4,1.0,0.643,0.721,0.0449,0.00268,6.51e-06,0.0898,0.317,-5.248,102.914,0
Olivia Rodrigo,the grudge,3.156433333333333,Olivia Rodrigo PS,Major,4,10.0,0.548,0.307,0.0781,0.916,0.0,0.0828,0.317,-9.214,127.923,1
"Eslabon Armado, DannyLux",Jugaste y Sufrí,4.586566666666666,DEL Records,Major,1,7.0,0.39,0.499,0.0381,0.632,0.000497,0.115,0.34,-7.778,200.156,1
"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),3.7117833333333334,Atlantic Records UK,Minor,4,11.0,0.74,0.622,0.0446,0.0357,4.85e-05,0.356,0.556,-4.608,104.966,0
Ed Sheeran,The Joker And The Queen,3.0931166666666665,Atlantic Records UK,Major,4,0.0,0.567,0.211,0.0315,0.952,5.24e-05,0.275,0.289,-9.975,134.019,1
"Lana Del Rey, Stevie Nicks",Beautiful People Beautiful Problems (feat. Stevie Nicks),4.225533333333333,Polydor Records,Major,4,5.0,0.509,0.43,0.0325,0.834,0.000854,0.0927,0.128,-8.387,122.919,1
"Jax Jones, Martin Solveig, Madison Beer, Europa",All Day And Night,2.8217166666666667,Polydor Records,Minor,4,1.0,0.585,0.782,0.0897,0.269,0.0,0.156,0.521,-4.101,121.908,1
"P!nk, Eminem",Revenge (feat. Eminem),3.7693333333333334,RCA Records Label,Minor,4,10.0,0.725,0.749,0.356,0.0452,0.0,0.175,0.761,-7.474,87.03,0
Zara Larsson,All the Time,3.8018666666666667,Epic/Record Company TEN,Minor,4,6.0,0.665,0.799,0.0617,0.18,0.0,0.125,0.5,-2.868,101.976,0
Jimin,Face-off,3.8271166666666665,BIGHIT MUSIC,Minor,4,2.0,0.689,0.539,0.048,0.178,1.45e-05,0.106,0.239,-7.671,119.949,0
Masked Wolf,Astronaut In The Ocean,2.213,Elektra (NEK),Minor,4,4.0,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,1
A Boogie Wit da Hoodie,Look Back at It,2.9908166666666665,Highbridge the Label / Atlantic Records,Minor,4,3.0,0.791,0.587,0.0413,0.407,0.0,0.148,0.536,-5.075,96.057,0
"Migos, Post Malone",Notice Me,3.898,"Quality Control Music, LLC",Major,4,6.0,0.793,0.344,0.357,0.112,1.68e-06,0.15,0.45,-9.757,166.105,1
"DJ Khaled, Beyoncé, JAY-Z",Shining (feat. Beyoncé & Jay-Z),4.720883333333333,Epic/We The Best,Minor,4,2.0,0.773,0.81,0.116,0.0479,4.45e-06,0.271,0.567,-5.171,112.002,0
"The Chainsmokers, Emily Warren",Side Effects,2.89355,Disruptor Records/Columbia,Major,4,8.0,0.673,0.71,0.0324,0.00277,0.0,0.55,0.54,-6.744,110.017,0
"Luude, Colin Hay",Down Under (feat. Colin Hay),2.6462333333333334,Sweat It Out,Minor,4,11.0,0.308,0.86,0.168,0.0116,0.000828,0.277,0.0387,-4.111,171.835,1
Eminem,Revival (Interlude),0.8637833333333333,Aftermath,Minor,4,6.0,0.613,0.288,0.0294,0.857,0.0,0.217,0.738,-9.803,99.917,0
Axwell /\ Ingrosso,More Than You Know,3.3833333333333333,EMI,Minor,4,5.0,0.644,0.743,0.0355,0.034,0.0,0.257,0.544,-5.002,123.074,0
"Israel & Rodolffo, Mari Fernandez",Seu Brilho Sumiu - Ao Vivo,2.814,Som Livre,Major,4,6.0,0.625,0.916,0.0461,0.309,0.0,0.906,0.746,-3.704,153.664,1
Mariah Carey,Christmas (Baby Please Come Home),2.554,Columbia,Major,4,3.0,0.561,0.782,0.0317,0.022,0.0,0.109,0.704,-7.444,127.148,1
Michael Marcagi,Scared To Start,2.6606,Warner Records,Major,4,7.0,0.527,0.551,0.0345,0.384,2.75e-06,0.403,0.443,-11.258,148.035,1
Dua Lipa,Don't Start Now,3.0548333333333333,Warner Records,Minor,4,11.0,0.793,0.793,0.083,0.0123,0.0,0.0951,0.679,-4.521,123.95,0
Feid,Prohibidox,2.7708833333333334,UMLE - Latino,Minor,4,1.0,0.647,0.801,0.249,0.0451,0.0,0.0628,0.517,-2.946,180.108,1
Rauw Alejandro,Cúrame,2.7451,Sony Music Latin/Duars Entertainment,Minor,4,9.0,0.765,0.625,0.0548,0.584,0.00111,0.112,0.262,-3.599,102.101,0
Melanie Martinez,DEATH,5.1109333333333336,Atlantic Records,Major,4,1.0,0.392,0.541,0.0641,0.102,1.02e-05,0.288,0.447,-8.68,181.866,1
blackbear,do re mi,3.5337833333333335,Alamo,Major,3,8.0,0.745,0.593,0.0526,0.00522,5.25e-06,0.123,0.17,-6.35,111.002,0
"Drake, Chris Brown",Not You Too (feat. Chris Brown),4.494666666666666,OVO,Minor,4,9.0,0.458,0.452,0.047,0.342,1.94e-05,0.0703,0.316,-9.299,86.318,0
Jack Harlow,WHATS POPPIN,2.3290166666666665,Generation Now/Atlantic,Minor,4,11.0,0.923,0.604,0.245,0.017,0.0,0.272,0.826,-6.671,145.062,0
The Kid LAROI,ALWAYS DO,2.5284166666666668,Columbia,Major,4,8.0,0.762,0.426,0.113,0.0442,0.0,0.0858,0.582,-6.865,167.827,1
"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),4.204366666666667,Columbia,Major,4,1.0,0.711,0.611,0.33,0.00588,0.0,0.23,0.144,-5.453,134.093,1
"G-Eazy, blackbear",Hate The Way (feat. blackbear),3.5727166666666665,BPG/RVG/RCA Records,Minor,4,4.0,0.569,0.865,0.266,0.0673,0.0,0.312,0.361,-3.844,82.011,0
Shawn Mendes,Treat You Better,3.1328833333333335,Island Records,Minor,4,10.0,0.444,0.819,0.341,0.106,0.0,0.107,0.747,-4.078,82.695,0
"Chefin, Mainstreet",212,2.5101666666666667,Mainstreet Records,Minor,4,2.0,0.789,0.519,0.0697,0.659,0.0,0.085,0.857,-4.84,154.037,1
BTS,Fly To My Room,3.70405,BIGHIT MUSIC,Major,4,11.0,0.764,0.526,0.212,0.0484,0.0,0.0718,0.588,-7.355,114.91,0
Eagles,Please Come Home for Christmas - 2013 Remaster,2.957333333333333,Rhino/Elektra,Major,3,9.0,0.612,0.289,0.0421,0.599,0.00266,0.0561,0.466,-11.568,183.18,1
"Summer Cem, Luciano",Summer Cem (feat. Luciano),2.6757833333333334,Banger Musik/WM Germany,Major,4,2.0,0.874,0.589,0.079,0.179,8.49e-05,0.113,0.454,-6.871,135.025,0
"Ariana Grande, Kid Cudi",Just Look Up (From Don’t Look Up),3.3611333333333335,Republic Records,Major,4,9.0,0.566,0.581,0.043,0.216,0.0,0.0853,0.152,-5.181,130.043,1
"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,2.824,"Badsin Records, LLC",Major,4,2.0,0.694,0.588,0.0565,0.358,0.0,0.299,0.794,-6.24,73.929,0
"4batz, Drake",act ii: date @ 8 (feat. Drake) - remix,3.85565,4batz / OVO Sound,Major,4,0.0,0.55,0.545,0.163,0.318,0.0,0.0608,0.412,-9.304,102.469,0
Eminem,Stepdad,3.5568833333333334,Shady/Aftermath/Interscope Records,Major,4,1.0,0.779,0.805,0.178,0.018,0.0,0.321,0.557,-3.121,145.68,1
"Kiiara, Felix Snow",Whippin (feat. Felix Snow),2.676616666666667,Atlantic Records,Minor,4,5.0,0.87,0.502,0.0549,0.549,0.00356,0.0916,0.673,-7.497,82.53,0
Mac Miller,Woods,4.773116666666667,Warner Records,Major,4,0.0,0.779,0.362,0.0474,0.135,0.206,0.111,0.46,-10.847,85.011,0
Elvis Presley,Blue Christmas,2.1528833333333335,RCA Victor,Major,4,4.0,0.465,0.27,0.0425,0.9,0.00104,0.145,0.58,-16.661,94.518,0
Jonas Brothers,Cool,2.7853333333333334,Jonas Brothers Recording,Major,4,0.0,0.681,0.603,0.0458,0.0105,0.0,0.159,0.643,-5.533,79.007,0
Morgan Wallen,Thought You Should Know,3.5928666666666667,Big Loud Records / Mercury Records / Republic Records,Major,4,6.0,0.53,0.678,0.0278,0.506,6.23e-06,0.138,0.508,-6.16,140.05,1
"Zion & Lennox, J Balvin",Otra vez (feat. J Balvin),3.490883333333333,WEA Latina,Major,4,10.0,0.832,0.772,0.1,0.0559,0.000486,0.44,0.704,-5.429,96.016,0
Sheck Wes,Mo Bamba,3.0149666666666666,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,Minor,4,6.0,0.738,0.629,0.0495,0.268,0.00114,0.163,0.319,-4.882,146.067,1
"Mustard, Roddy Ricch",Ballin' (with Roddy Ricch),3.00725,10 Summers Records/Interscope Records,Major,4,7.0,0.809,0.545,0.0735,0.392,0.0,0.151,0.244,-6.678,97.008,0
"Loredana, Rymez",Angst,2.93495,Loredana,Major,4,2.0,0.833,0.677,0.239,0.0284,0.0,0.0502,0.558,-5.537,100.073,0
Mac Miller,I Can See,3.6808833333333335,Warner Records,Minor,4,5.0,0.699,0.503,0.0882,0.391,0.0126,0.0996,0.0546,-9.922,114.86,0
"Peso Pluma, Junior H",LUNA,2.7258666666666667,Double P Records,Minor,3,9.0,0.747,0.629,0.0363,0.328,0.00409,0.154,0.793,-8.509,127.819,0
Manuel Turizo,Culpables,3.898833333333333,Sony Music Latin/La Industria,Major,4,3.0,0.573,0.31,0.296,0.94,5.65e-06,0.198,0.764,-11.134,177.601,1
Lana Del Rey,Norman fucking Rockwell,4.1489,Polydor Records,Major,1,5.0,0.215,0.203,0.0346,0.968,0.0585,0.0923,0.143,-12.65,78.287,0
Baby Tate,"Hey, Mickey!",1.9259333333333333,Yung Baby Tate,Major,4,2.0,0.912,0.507,0.0587,0.579,0.0,0.167,0.725,-11.952,134.978,0
"Young Thug, Travis Scott",Hop Off A Jet (feat. Travis Scott),2.901116666666667,300 Entertainment/Atl,Major,4,7.0,0.823,0.476,0.242,0.0115,0.0,0.213,0.353,-8.951,144.998,1
"Drake, SZA",Slime You Out (feat. SZA),5.17485,OVO,Minor,3,5.0,0.483,0.408,0.0502,0.508,0.0,0.259,0.105,-9.243,88.88,0
Taylor Swift,The Man,3.1726666666666667,Taylor Swift,Major,4,0.0,0.777,0.658,0.054,0.0767,0.0,0.0901,0.633,-5.191,110.048,0
Coldplay,Hymn for the Weekend,4.30445,Parlophone UK,Minor,4,0.0,0.491,0.693,0.0377,0.211,6.92e-06,0.325,0.412,-6.487,90.027,0
Drake,F*****g Fans,4.085516666666667,OVO,Minor,4,4.0,0.783,0.416,0.135,0.213,0.0,0.103,0.165,-9.84,87.073,0
Ariana Grande,eternal sunshine,3.5033333333333334,Republic Records,Major,4,9.0,0.658,0.505,0.105,0.537,0.0,0.113,0.331,-6.947,159.947,1
Jason Mraz,I'm Yours,4.0491166666666665,Atlantic Records/ATG,Major,4,11.0,0.703,0.444,0.0417,0.559,0.0,0.0973,0.712,-9.331,150.96,1
Michael Jackson,Thriller,5.95445,Epic/Legacy,Major,4,11.0,0.773,0.859,0.0747,0.0855,0.000187,0.914,0.813,-4.913,118.459,0
"Pharrell Williams, 21 Savage, Tyler, The Creator",Cash In Cash Out,3.6022666666666665,Columbia,Major,4,7.0,0.877,0.56,0.0596,0.00721,1.45e-06,0.0839,0.154,-3.751,119.971,0
Taylor Swift,Treacherous (Taylor's Version),4.045333333333334,Taylor Swift,Major,4,2.0,0.645,0.593,0.0288,0.0344,0.000127,0.13,0.299,-6.506,109.984,0
"Justin Bieber, benny blanco",Lonely (with benny blanco),2.4865,RBMG/Def Jam,Minor,4,11.0,0.619,0.241,0.046,0.9,0.0,0.116,0.0719,-7.102,79.461,0
"Stanaj, NOTD",Romantic - NOTD Remix,3.0806666666666667,Lava Music/Republic Records,Minor,4,8.0,0.746,0.631,0.231,0.218,0.0,0.222,0.342,-7.968,104.047,0
"¥$, Kanye West, Ty Dolla $ign",VULTURES,4.61645,Ye,Minor,4,1.0,0.705,0.681,0.192,0.0534,0.0,0.141,0.485,-4.256,146.118,1
Kanye West,Remote Control,3.310233333333333,Rock The World/IDJ/Kanye LP7,Major,4,4.0,0.792,0.548,0.082,0.0784,7.26e-05,0.167,0.197,-7.079,110.105,0
"YG, Tyga, Jon Z","Go Loko (feat. Tyga, Jon Z)",4.987116666666667,Def Jam Recordings,Major,4,2.0,0.88,0.67,0.0429,0.299,5.08e-06,0.0677,0.142,-5.188,100.995,0
Post Malone,Only Wanna Be With You - Pokémon 25 Version,4.022666666666667,Republic Records,Major,4,7.0,0.47,0.709,0.0299,0.00124,0.00121,0.302,0.247,-4.563,98.036,0
"Metro Boomin, A$AP Rocky, Takeoff",Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),3.1571166666666666,Republic Records,Minor,3,5.0,0.491,0.77,0.308,0.112,0.0,0.319,0.37,-6.018,177.977,1
Justin Bieber,Off My Face,2.6078,RBMG/Def Jam,Major,4,4.0,0.509,0.228,0.0332,0.92,0.0,0.104,0.586,-8.68,90.674,0
OneRepublic,Connection,2.4743333333333335,Mosley / Interscope,Major,4,5.0,0.611,0.602,0.0437,0.000837,0.0,0.112,0.624,-4.89,168.154,1
Brenda Lee,Rockin' Around The Christmas Tree,2.0971166666666665,MCA Nashville,Major,4,8.0,0.703,0.407,0.0504,0.706,0.0,0.45,0.849,-12.155,140.057,1
"Meek Mill, Lil Durk, Lil Baby",Sharing Locations (feat. Lil Baby & Lil Durk),2.6842166666666665,MMG/Atlantic,Major,4,1.0,0.681,0.63,0.0385,0.00383,0.0,0.139,0.183,-5.585,151.951,1
"The Chainsmokers, Kygo",Family,3.247116666666667,Disruptor Records/Columbia,Major,4,11.0,0.584,0.607,0.0356,0.426,0.0,0.101,0.374,-6.605,117.817,0
Lil Tecca,Love Me,1.9502166666666667,Republic Records,Minor,4,11.0,0.714,0.532,0.271,0.675,0.0,0.138,0.831,-6.837,204.096,1
BIGBANG,Still Life,3.139483333333333,YG Entertainment,Major,4,8.0,0.68,0.584,0.034,0.443,0.0,0.0628,0.239,-4.457,118.06,0
"Summer Walker, USHER",Come Thru (with Usher),3.0168833333333334,LVRN/Interscope Records,Minor,4,5.0,0.679,0.728,0.154,0.159,0.0,0.107,0.46,-3.092,152.001,1
"Bad Bunny, YOVNGCHIMI",MERCEDES CAROTA,3.37725,Rimas Entertainment LLC,Major,4,1.0,0.822,0.487,0.223,0.385,6.55e-05,0.115,0.193,-5.815,134.046,0
Billie Eilish,my strange addiction,2.99815,Darkroom/Interscope Records,Minor,4,8.0,0.939,0.305,0.354,0.35,0.000169,0.105,0.563,-10.952,100.029,0
Rauw Alejandro,Enchule,3.0953166666666667,Sony Music Latin/Duars Entertainment,Major,4,7.0,0.763,0.666,0.194,0.153,0.0,0.301,0.587,-3.316,90.086,0
"Paulo Londra, Lenny Tavárez",Nena Maldición (feat. Lenny Tavárez),3.814583333333333,WEA Latina,Major,4,6.0,0.762,0.631,0.0544,0.178,0.0,0.146,0.379,-4.837,118.969,0
John Legend,All of Me,4.492666666666667,G.O.O.D. Music/Columbia,Major,4,8.0,0.422,0.264,0.0322,0.922,0.0,0.132,0.331,-7.064,119.93,1
Natasha Bedingfield,Unwritten,4.322216666666667,Sony Music CG,Major,4,5.0,0.706,0.8,0.0399,0.00584,0.0,0.0822,0.629,-6.333,100.011,0
KC Rebell,Alleen,2.668266666666667,Rebell Army,Minor,4,3.0,0.732,0.746,0.275,0.123,0.0,0.097,0.927,-6.229,159.881,1
BTS,Film out,3.5770166666666667,Universal Music LLC,Major,4,10.0,0.499,0.709,0.134,0.296,0.0,0.331,0.314,-6.404,164.032,1
Capital Bra,Komm Komm,2.677783333333333,URBAN,Major,4,11.0,0.485,0.793,0.426,0.251,0.0,0.146,0.371,-3.836,87.629,0
Stray Kids,MEGAVERSE,3.092,Republic Records - Stray Kids,Minor,4,10.0,0.613,0.73,0.122,0.00875,2.25e-06,0.268,0.576,-3.645,160.051,1
Glass Animals,Heat Waves,3.9800833333333334,Polydor Records,Major,4,11.0,0.761,0.525,0.0944,0.44,6.7e-06,0.0921,0.531,-6.9,80.87,0
Camila Cabello,Shameless,3.6623666666666668,Syco Music/Epic,Minor,4,4.0,0.377,0.651,0.0588,0.0197,5.31e-05,0.174,0.0851,-5.437,129.698,1
Jimin,Like Crazy,3.53735,BIGHIT MUSIC,Major,4,7.0,0.629,0.733,0.0419,0.0025,0.0,0.357,0.362,-5.445,120.001,0
Sabrina Carpenter,Thumbs,3.6077833333333333,Hollywood Records,Major,4,8.0,0.721,0.722,0.0577,0.025,0.0,0.0889,0.112,-3.56,135.118,1
"Eminem, Dido",Stan,6.735116666666666,Interscope,Minor,4,6.0,0.78,0.768,0.238,0.0371,2.34e-06,0.518,0.507,-4.325,80.063,0
Taylor Swift,willow,3.57845,Taylor Swift,Major,4,7.0,0.392,0.579,0.164,0.835,0.00179,0.145,0.549,-9.195,80.961,0
Ariana Grande,pov,3.3647,Republic Records,Minor,4,0.0,0.487,0.534,0.0555,0.36,0.0,0.1,0.173,-5.664,131.798,1
Niall Horan,This Town,3.8808666666666665,Capitol Records (US1A),Minor,4,6.0,0.678,0.398,0.0315,0.738,0.0,0.117,0.202,-8.413,111.833,0
"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté - Remix,6.965333333333334,"Flow La Movie, Inc.",Minor,4,11.0,0.903,0.675,0.214,0.542,1.28e-05,0.0595,0.442,-3.445,96.507,0
"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",Báilame - Remix,3.618,UMLE - Latino,Major,4,6.0,0.791,0.866,0.0497,0.248,5.29e-06,0.0696,0.71,-4.236,96.011,0
Ufo361,Rich Rich,3.4053166666666668,Stay High,Minor,4,4.0,0.548,0.649,0.29,0.0844,0.00044,0.13,0.222,-4.796,141.853,1
Masked Wolf,Astronaut In The Ocean,2.213,Elektra (NEK),Minor,4,4.0,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,1
"The Pogues, Kirsty MacColl",Fairytale of New York (feat. Kirsty MacColl),4.5411166666666665,WM UK,Major,4,2.0,0.271,0.551,0.0457,0.582,4.16e-05,0.256,0.428,-7.48,78.111,0
Doja Cat,Need to Know,3.509333333333333,Kemosabe Records/RCA Records,Major,4,1.0,0.664,0.609,0.0707,0.304,0.0,0.0926,0.194,-6.509,130.041,1
Kanye West,Donda Chant,0.8677,Rock The World/IDJ/Kanye LP7,Minor,4,3.0,0.702,0.0474,0.526,0.00516,1.22e-06,0.147,0.175,-15.198,102.983,0
"Bruno Mars, Cardi B",Finesse - Remix; feat. Cardi B,3.6214833333333334,Atlantic Records,Minor,4,5.0,0.704,0.859,0.0996,0.0185,0.0,0.0215,0.926,-4.877,105.115,0
BTS,Butter,2.7407,BIGHIT MUSIC,Major,4,8.0,0.759,0.459,0.0948,0.00323,0.0,0.0906,0.695,-5.187,109.997,0
Boza,Hecha Pa' Mi,3.1022166666666666,Sony Music Latin,Major,4,4.0,0.725,0.756,0.0572,0.362,0.000685,0.103,0.828,-5.013,100.07,0
Don Toliver,No Idea,2.573733333333333,We Run It Ent./Cactus Jack/Atlantic,Minor,4,6.0,0.651,0.631,0.0896,0.519,0.000579,0.165,0.35,-5.717,127.994,0
"Logic, Young Sinatra",Warm It Up,4.00155,Def Jam Recordings,Minor,4,10.0,0.827,0.643,0.0899,0.257,0.0,0.094,0.433,-6.414,95.965,0
Lewis Capaldi,Wish You The Best,3.514666666666667,Vertigo Berlin,Major,4,3.0,0.678,0.48,0.0298,0.588,0.0,0.0954,0.49,-3.607,107.934,0
Zach Bryan,Something in the Orange,3.8002166666666666,Warner Records,Minor,3,4.0,0.369,0.192,0.04,0.555,8.35e-06,0.0954,0.148,-12.151,175.212,1
"Future, Travis Scott",First Off (feat. Travis Scott),3.8061166666666666,Epic/Freebandz,Major,4,1.0,0.734,0.683,0.0776,0.013,0.0,0.28,0.445,-6.105,162.038,1
KAI,Rover,2.90845,SM Entertainment,Minor,4,1.0,0.629,0.806,0.201,0.0212,0.000487,0.0955,0.545,-2.034,186.022,1
"21 Savage, Metro Boomin, Young Nudy",Snitches & Rats (feat. Young Nudy),3.12955,"Slaughter Gang, LLC/Epic/Boominati Worldwide/Republic",Major,4,9.0,0.821,0.671,0.18,0.00843,8.5e-05,0.0972,0.494,-5.893,145.953,1
"Madison Beer, Offset",Hurts Like Hell (feat. Offset),3.4518166666666668,Access Records,Minor,4,1.0,0.704,0.56,0.179,0.185,0.0,0.0948,0.609,-6.791,75.003,0
"Shawn Mendes, Khalid",Youth (feat. Khalid),3.1662166666666667,Island Records,Minor,4,6.0,0.625,0.589,0.0858,0.518,0.0,0.197,0.33,-6.627,100.003,0
Mac Miller,Complicated,3.8702,Warner Records,Major,4,0.0,0.831,0.36,0.052,0.136,0.00217,0.0703,0.601,-8.073,75.014,0
The Weeknd,Snowchild,4.119783333333333,Republic Records,Major,4,0.0,0.55,0.611,0.137,0.162,6.88e-05,0.121,0.243,-7.475,148.062,1
"Trippie Redd, PARTYNEXTDOOR",Excitement,4.721166666666667,1400 Entertainment/TenThousand Projects,Minor,4,4.0,0.474,0.681,0.038,0.0263,4.27e-05,0.0972,0.0384,-3.473,121.96,1
Måneskin,Beggin',3.526,RCA Records Label,Minor,4,11.0,0.714,0.8,0.0504,0.127,0.0,0.359,0.589,-4.808,134.002,1
Migos,Straightenin,4.258866666666667,Quality Control Music/Motown Records,Major,4,9.0,0.847,0.629,0.102,0.0318,0.0,0.152,0.109,-5.81,135.976,0
"Offset, JID",Danger (Spider) (Offset & JID),3.421116666666667,Republic Records,Major,4,11.0,0.833,0.686,0.117,0.0421,0.000128,0.227,0.252,-6.39,143.427,1
Billie Eilish,you should see me in a crown,3.0158833333333335,Darkroom/Interscope Records,Major,4,4.0,0.678,0.533,0.186,0.462,0.219,0.139,0.323,-10.485,150.455,1
Stray Kids,Thunderous,3.05445,Republic Records - Stray Kids,Major,4,1.0,0.605,0.781,0.229,0.207,0.0,0.217,0.796,-3.913,172.134,1
"Luan Pereira, Mc Daniel, MC Ryan SP",DENTRO DA HILUX,2.71655,Som Livre,Minor,4,6.0,0.73,0.517,0.159,0.143,0.0,0.0979,0.362,-7.079,129.987,0
"Gunna, 21 Savage",thought i was playing,2.7973333333333334,300 Entertainment,Major,4,1.0,0.679,0.73,0.0689,0.00421,0.0,0.0736,0.292,-7.483,148.038,1
"Gunna, Future, Young Thug",pushin P (feat. Young Thug),2.2711166666666665,300 Entertainment,Minor,1,1.0,0.773,0.422,0.187,0.00783,0.00693,0.129,0.488,-4.572,77.502,0
Chanel,SloMo,2.9381,BMG Rights Management and Administration (Spain) S.L.U,Minor,4,1.0,0.728,0.814,0.0571,0.125,0.00448,0.0927,0.594,-3.29,104.962,0
BTS,Permission to Dance,3.1264166666666666,BIGHIT MUSIC,Major,4,9.0,0.702,0.741,0.0427,0.00544,0.0,0.337,0.646,-5.33,124.925,0
Bad Bunny,RONCA FREESTYLE,2.501,Rimas Entertainment LLC,Minor,4,5.0,0.856,0.656,0.131,0.165,0.0,0.0998,0.586,-6.483,90.041,0
"Fuerza Regida, Edgardo Nuñez",Billete Grande (En Vivo),2.7323333333333335,Rancho Humilde,Minor,1,5.0,0.751,0.601,0.0828,0.533,0.0,0.377,0.56,-5.912,100.994,0
Brent Faiyaz,ALL MINE,3.60105,"Lost Kids LLC., Marketed by Venice / Stem",Major,4,9.0,0.617,0.378,0.0315,0.428,9.16e-05,0.11,0.22,-8.54,141.967,1
Lil Uzi Vert,Sanguine Paradise,4.0662666666666665,Generation Now/Atlantic,Minor,4,6.0,0.729,0.603,0.0666,0.0948,0.0,0.113,0.207,-6.736,134.972,1
Daddy Yankee,RUMBATÓN,4.14615,Republic Records,Minor,4,3.0,0.685,0.909,0.0396,0.0471,0.0,0.35,0.922,-4.034,95.004,0
"Anuel AA, Mambo Kingz, DJ Luian",Mas Rica Que Ayer,3.31915,"Real Hasta La Muerte, LLC & Hear This Music, LLC",Major,4,11.0,0.818,0.666,0.0759,0.343,0.0,0.0922,0.529,-5.319,93.95,0
"Diane Guerrero, Stephanie Beatriz",What Else Can I Do?,2.99045,Walt Disney Records,Major,4,4.0,0.718,0.709,0.039,0.258,0.0,0.101,0.54,-5.568,119.974,0
"DJ Snake, Selena Gomez",Selfish Love (with Selena Gomez),2.8108166666666667,DJ Snake Music Productions Limited,Minor,4,5.0,0.723,0.646,0.102,0.0206,0.352,0.0994,0.443,-7.973,110.971,0
"Duki, Jhayco",RoCKSTAR 2.0,2.918,DALE PLAY Records / SSJ Records,Major,4,2.0,0.63,0.553,0.0689,0.00474,3.85e-06,0.131,0.297,-12.116,170.04,1
Taylor Swift,The Archer,3.521333333333333,Taylor Swift,Major,4,0.0,0.277,0.573,0.0407,0.12,0.00556,0.0663,0.17,-9.374,124.341,1
